Date,"Branded Fuel- Distribution Costs, Marketing Costs, and Profits",Branded Fuel- Crude Oil Cost,Branded Fuel- Refinery Costs and Profits,Branded Fuel- State Underground Storage Tank Fee:,Branded Fuel- State and Local Sales Tax,Branded Fuel- State Excise Tax,Branded Fuel- Federal Excise Tax,Branded Fuel- Average Retail prices,,"Unbranded Fuel- Distribution Costs, Marketing Costs, and Profits",Unbranded Fuel- Crude Oil Cost,Unbranded Fuel- Refinery Costs and Profits,Unbranded Fuel- State Underground Storage Tank Fee:,Unbranded Fuel- State and Local Sales Tax,Unbranded Fuel- State Excise Tax,Unbranded Fuel- Federal Excise Tax,Unbranded Fuel- Average Retail prices
3/19/2001,$0.03 ,$0.56 ,$0.61 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.70 ,,$0.06 ,$0.56 ,$0.58 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.70 
3/26/2001,($0.01),$0.59 ,$0.61 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.68 ,,($0.04),$0.59 ,$0.64 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.68 
4/2/2001,($0.05),$0.55 ,$0.72 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.72 ,,($0.08),$0.55 ,$0.75 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.72 
4/9/2001,($0.09),$0.61 ,$0.75 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.75 ,,($0.14),$0.61 ,$0.79 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.75 
4/16/2001,($0.09),$0.64 ,$0.75 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.80 ,,($0.10),$0.64 ,$0.76 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.80 
4/23/2001,($0.03),$0.60 ,$0.76 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.83 ,,($0.02),$0.60 ,$0.75 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.83 
4/30/2001,($0.02),$0.63 ,$0.75 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.87 ,,$0.01 ,$0.63 ,$0.73 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.87 
5/7/2001,$0.08 ,$0.62 ,$0.74 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.94 ,,$0.14 ,$0.62 ,$0.67 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.94 
5/14/2001,$0.16 ,$0.64 ,$0.65 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.95 ,,$0.23 ,$0.64 ,$0.58 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.95 
5/21/2001,$0.16 ,$0.64 ,$0.65 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.95 ,,$0.23 ,$0.64 ,$0.58 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.95 
5/28/2001,$0.20 ,$0.64 ,$0.60 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.95 ,,$0.29 ,$0.64 ,$0.51 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.95 
6/4/2001,$0.20 ,$0.63 ,$0.60 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.93 ,,$0.29 ,$0.63 ,$0.51 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.93 
6/11/2001,$0.32 ,$0.65 ,$0.47 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.95 ,,$0.45 ,$0.65 ,$0.34 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.95 
6/18/2001,$0.35 ,$0.62 ,$0.46 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.93 ,,$0.40 ,$0.62 ,$0.41 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.93 
6/25/2001,$0.38 ,$0.60 ,$0.42 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.90 ,,$0.46 ,$0.60 ,$0.34 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.90 
7/2/2001,$0.41 ,$0.58 ,$0.37 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.86 ,,$0.49 ,$0.58 ,$0.29 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.86 
7/9/2001,$0.42 ,$0.62 ,$0.29 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.82 ,,$0.50 ,$0.62 ,$0.21 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.82 
7/16/2001,$0.44 ,$0.57 ,$0.26 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.78 ,,$0.55 ,$0.57 ,$0.15 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.78 
7/23/2001,$0.51 ,$0.57 ,$0.15 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.72 ,,$0.51 ,$0.57 ,$0.15 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.72 
7/30/2001,$0.34 ,$0.57 ,$0.27 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.67 ,,$0.37 ,$0.57 ,$0.24 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.67 
8/6/2001,$0.27 ,$0.58 ,$0.28 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.62 ,,$0.30 ,$0.58 ,$0.25 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.62 
8/13/2001,$0.19 ,$0.59 ,$0.31 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.56 ,,$0.21 ,$0.59 ,$0.28 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.56 
8/20/2001,$0.08 ,$0.57 ,$0.40 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.52 ,,$0.11 ,$0.57 ,$0.37 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.52 
8/27/2001,$0.08 ,$0.57 ,$0.40 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.52 ,,$0.11 ,$0.57 ,$0.37 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.52 
9/3/2001,($0.12),$0.57 ,$0.71 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.64 ,,($0.11),$0.57 ,$0.70 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.64 
9/10/2001,($0.02),$0.59 ,$0.62 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.68 ,,$0.11 ,$0.59 ,$0.50 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.68 
9/17/2001,$0.00 ,$0.61 ,$0.57 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.67 ,,$0.02 ,$0.61 ,$0.55 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.67 
9/24/2001,$0.09 ,$0.44 ,$0.64 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.66 ,,$0.23 ,$0.44 ,$0.51 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.66 
10/1/2001,$0.19 ,$0.49 ,$0.46 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.62 ,,$0.28 ,$0.49 ,$0.36 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.62 
10/8/2001,$0.18 ,$0.47 ,$0.44 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.58 ,,$0.26 ,$0.47 ,$0.37 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.58 
10/15/2001,$0.19 ,$0.47 ,$0.41 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.55 ,,$0.29 ,$0.47 ,$0.32 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.55 
10/22/2001,$0.12 ,$0.46 ,$0.45 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.51 ,,$0.16 ,$0.46 ,$0.42 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.51 
10/26/2001,$0.06 ,$0.47 ,$0.47 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.47 ,,$0.12 ,$0.47 ,$0.41 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.47 
11/5/2001,$0.09 ,$0.42 ,$0.45 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.42 ,,$0.18 ,$0.42 ,$0.35 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.42 
11/12/2001,$0.14 ,$0.45 ,$0.33 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.38 ,,$0.21 ,$0.45 ,$0.25 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.38 
11/19/2001,$0.18 ,$0.37 ,$0.33 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.34 ,,$0.30 ,$0.37 ,$0.21 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.34 
11/26/2001,$0.17 ,$0.39 ,$0.27 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.29 ,,$0.24 ,$0.39 ,$0.21 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.29 
12/3/2001,$0.14 ,$0.42 ,$0.23 ,$0.00 ,$0.09 ,$0.18 ,$0.18 ,$1.24 ,,$0.22 ,$0.42 ,$0.15 ,$0.00 ,$0.09 ,$0.18 ,$0.18 ,$1.24 
12/10/2001,$0.14 ,$0.38 ,$0.23 ,$0.00 ,$0.09 ,$0.18 ,$0.18 ,$1.20 ,,$0.22 ,$0.38 ,$0.15 ,$0.00 ,$0.09 ,$0.18 ,$0.18 ,$1.20 
12/17/2001,$0.08 ,$0.39 ,$0.22 ,$0.00 ,$0.08 ,$0.18 ,$0.18 ,$1.14 ,,$0.11 ,$0.39 ,$0.19 ,$0.00 ,$0.08 ,$0.18 ,$0.18 ,$1.14 
12/24/2001,$0.00 ,$0.44 ,$0.23 ,$0.00 ,$0.08 ,$0.18 ,$0.18 ,$1.11 ,,$0.00 ,$0.44 ,$0.22 ,$0.00 ,$0.08 ,$0.18 ,$0.18 ,$1.11 
12/31/2001,($0.07),$0.41 ,$0.31 ,$0.00 ,$0.08 ,$0.18 ,$0.18 ,$1.10 ,,($0.04),$0.41 ,$0.29 ,$0.00 ,$0.08 ,$0.18 ,$0.18 ,$1.10 
1/7/2002,($0.05),$0.45 ,$0.28 ,$0.00 ,$0.08 ,$0.18 ,$0.18 ,$1.13 ,,$0.00 ,$0.45 ,$0.23 ,$0.00 ,$0.08 ,$0.18 ,$0.18 ,$1.13 
1/14/2002,$0.03 ,$0.40 ,$0.30 ,$0.00 ,$0.09 ,$0.18 ,$0.18 ,$1.18 ,,$0.15 ,$0.40 ,$0.18 ,$0.00 ,$0.09 ,$0.18 ,$0.18 ,$1.18 
1/21/2002,$0.06 ,$0.39 ,$0.30 ,$0.00 ,$0.09 ,$0.18 ,$0.18 ,$1.21 ,,$0.16 ,$0.39 ,$0.20 ,$0.00 ,$0.09 ,$0.18 ,$0.18 ,$1.21 
1/28/2002,$0.00 ,$0.43 ,$0.34 ,$0.00 ,$0.09 ,$0.18 ,$0.18 ,$1.22 ,,$0.05 ,$0.43 ,$0.29 ,$0.00 ,$0.09 ,$0.18 ,$0.18 ,$1.22 
2/4/2002,$0.01 ,$0.43 ,$0.35 ,$0.00 ,$0.09 ,$0.18 ,$0.18 ,$1.25 ,,$0.08 ,$0.43 ,$0.29 ,$0.00 ,$0.09 ,$0.18 ,$0.18 ,$1.25 
2/11/2002,$0.01 ,$0.48 ,$0.31 ,$0.00 ,$0.09 ,$0.18 ,$0.18 ,$1.25 ,,$0.09 ,$0.48 ,$0.23 ,$0.00 ,$0.09 ,$0.18 ,$0.18 ,$1.25 
2/19/2002,$0.01 ,$0.46 ,$0.36 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.29 ,,$0.10 ,$0.46 ,$0.27 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.29 
2/25/2002,$0.02 ,$0.45 ,$0.37 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.30 ,,$0.12 ,$0.45 ,$0.27 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.30 
3/4/2002,$0.00 ,$0.50 ,$0.37 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.33 ,,$0.07 ,$0.50 ,$0.30 ,$0.00 ,$0.10 ,$0.18 ,$0.18 ,$1.33 
3/11/2002,($0.02),$0.54 ,$0.47 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.45 ,,$0.01 ,$0.54 ,$0.43 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.45 
3/18/2002,($0.03),$0.56 ,$0.50 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.50 ,,$0.06 ,$0.56 ,$0.41 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.50 
3/25/2002,$0.01 ,$0.55 ,$0.53 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.56 ,,$0.14 ,$0.55 ,$0.39 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.56 
4/1/2002,$0.05 ,$0.61 ,$0.45 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.59 ,,$0.18 ,$0.61 ,$0.33 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.59 
4/8/2002,$0.07 ,$0.60 ,$0.47 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.62 ,,$0.22 ,$0.60 ,$0.32 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.62 
4/15/2002,$0.13 ,$0.56 ,$0.45 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.62 ,,$0.29 ,$0.56 ,$0.29 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.62 
4/22/2002,$0.10 ,$0.62 ,$0.40 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.61 ,,$0.22 ,$0.62 ,$0.29 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.61 
4/29/2002,$0.11 ,$0.63 ,$0.39 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.61 ,,$0.23 ,$0.63 ,$0.27 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.61 
5/6/2002,$0.12 ,$0.60 ,$0.39 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.59 ,,$0.23 ,$0.60 ,$0.27 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.59 
5/13/2002,$0.11 ,$0.65 ,$0.32 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.57 ,,$0.23 ,$0.65 ,$0.21 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.57 
5/20/2002,$0.09 ,$0.64 ,$0.35 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.56 ,,$0.17 ,$0.64 ,$0.27 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.56 
5/27/2002,$0.06 ,$0.57 ,$0.44 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.55 ,,$0.17 ,$0.57 ,$0.34 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.55 
6/3/2002,$0.07 ,$0.56 ,$0.45 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.56 ,,$0.19 ,$0.56 ,$0.33 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.56 
6/10/2002,$0.04 ,$0.54 ,$0.50 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.56 ,,$0.10 ,$0.54 ,$0.44 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.56 
6/17/2002,$0.01 ,$0.59 ,$0.51 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.60 ,,$0.04 ,$0.59 ,$0.49 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.60 
6/24/2002,$0.08 ,$0.60 ,$0.45 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.62 ,,$0.20 ,$0.60 ,$0.34 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.62 
7/1/2002,$0.08 ,$0.61 ,$0.44 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.62 ,,$0.20 ,$0.61 ,$0.33 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.62 
7/8/2002,$0.07 ,$0.60 ,$0.46 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.61 ,,$0.22 ,$0.60 ,$0.32 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.61 
7/15/2002,$0.07 ,$0.62 ,$0.43 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.60 ,,$0.22 ,$0.62 ,$0.29 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.60 
7/22/2002,$0.06 ,$0.61 ,$0.44 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.59 ,,$0.23 ,$0.61 ,$0.27 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.59 
7/29/2002,$0.04 ,$0.61 ,$0.45 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.58 ,,$0.18 ,$0.61 ,$0.31 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.58 
8/5/2002,$0.06 ,$0.61 ,$0.45 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.59 ,,$0.20 ,$0.61 ,$0.30 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.59 
8/12/2002,$0.04 ,$0.64 ,$0.43 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.59 ,,$0.18 ,$0.64 ,$0.28 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.59 
8/19/2002,$0.02 ,$0.69 ,$0.39 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.58 ,,$0.15 ,$0.69 ,$0.26 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.58 
8/26/2002,$0.04 ,$0.67 ,$0.40 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.59 ,,$0.20 ,$0.67 ,$0.24 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.59 
9/2/2002,$0.03 ,$0.64 ,$0.45 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.60 ,,$0.18 ,$0.64 ,$0.30 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.60 
9/9/2002,$0.01 ,$0.69 ,$0.42 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.59 ,,$0.16 ,$0.69 ,$0.27 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.59 
9/16/2002,$0.00 ,$0.68 ,$0.42 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.58 ,,$0.18 ,$0.68 ,$0.24 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.58 
9/23/2002,$0.00 ,$0.71 ,$0.39 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.57 ,,$0.19 ,$0.71 ,$0.19 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.57 
9/30/2002,($0.01),$0.70 ,$0.39 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.56 ,,$0.19 ,$0.70 ,$0.19 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.56 
10/7/2002,($0.02),$0.68 ,$0.40 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.55 ,,$0.18 ,$0.68 ,$0.21 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.55 
10/14/2002,($0.03),$0.68 ,$0.41 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.53 ,,$0.16 ,$0.68 ,$0.22 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.53 
10/21/2002,($0.04),$0.64 ,$0.45 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.52 ,,$0.15 ,$0.64 ,$0.26 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.52 
10/28/2002,($0.05),$0.61 ,$0.49 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.52 ,,$0.09 ,$0.61 ,$0.35 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.52 
11/4/2002,($0.01),$0.60 ,$0.49 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.56 ,,$0.09 ,$0.60 ,$0.39 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.56 
11/11/2002,$0.02 ,$0.58 ,$0.51 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.59 ,,$0.18 ,$0.58 ,$0.35 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.59 
11/18/2002,$0.04 ,$0.60 ,$0.47 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.59 ,,$0.24 ,$0.60 ,$0.27 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.59 
11/25/2002,$0.08 ,$0.61 ,$0.40 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.57 ,,$0.25 ,$0.61 ,$0.24 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.57 
12/2/2002,$0.13 ,$0.61 ,$0.34 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.56 ,,$0.29 ,$0.61 ,$0.18 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.56 
12/9/2002,$0.15 ,$0.61 ,$0.30 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.54 ,,$0.30 ,$0.61 ,$0.15 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.54 
12/16/2002,$0.10 ,$0.68 ,$0.26 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.53 ,,$0.18 ,$0.68 ,$0.19 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.53 
12/23/2002,$0.09 ,$0.73 ,$0.23 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.52 ,,$0.14 ,$0.73 ,$0.18 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.52 
12/30/2002,$0.06 ,$0.72 ,$0.28 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.53 ,,$0.09 ,$0.72 ,$0.25 ,$0.00 ,$0.11 ,$0.18 ,$0.18 ,$1.53 
1/6/2003,$0.09 ,$0.73 ,$0.27 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.58 ,,$0.15 ,$0.73 ,$0.21 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.58 
1/13/2003,$0.09 ,$0.74 ,$0.28 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.59 ,,$0.17 ,$0.74 ,$0.20 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.59 
1/20/2003,$0.10 ,$0.80 ,$0.25 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.63 ,,$0.16 ,$0.80 ,$0.19 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.63 
1/27/2003,$0.10 ,$0.74 ,$0.32 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.65 ,,$0.16 ,$0.74 ,$0.26 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.65 
2/3/2003,$0.09 ,$0.76 ,$0.35 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.68 ,,$0.13 ,$0.76 ,$0.31 ,$0.00 ,$0.12 ,$0.18 ,$0.18 ,$1.68 
2/10/2003,$0.07 ,$0.81 ,$0.38 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.75 ,,$0.10 ,$0.81 ,$0.35 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.75 
2/17/2003,$0.16 ,$0.87 ,$0.33 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.86 ,,$0.15 ,$0.87 ,$0.34 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.86 
2/24/2003,$0.18 ,$0.88 ,$0.36 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.92 ,,$0.17 ,$0.88 ,$0.37 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.92 
3/3/2003,$0.14 ,$0.85 ,$0.51 ,$0.00 ,$0.15 ,$0.18 ,$0.18 ,$2.01 ,,$0.13 ,$0.85 ,$0.52 ,$0.00 ,$0.15 ,$0.18 ,$0.18 ,$2.01 
3/10/2003,$0.13 ,$0.88 ,$0.55 ,$0.00 ,$0.15 ,$0.18 ,$0.18 ,$2.08 ,,$0.05 ,$0.88 ,$0.63 ,$0.00 ,$0.15 ,$0.18 ,$0.18 ,$2.08 
3/17/2003,$0.15 ,$0.82 ,$0.65 ,$0.00 ,$0.16 ,$0.18 ,$0.18 ,$2.14 ,,$0.04 ,$0.82 ,$0.76 ,$0.00 ,$0.16 ,$0.18 ,$0.18 ,$2.14 
3/24/2003,$0.20 ,$0.63 ,$0.79 ,$0.00 ,$0.16 ,$0.18 ,$0.18 ,$2.14 ,,$0.25 ,$0.63 ,$0.73 ,$0.00 ,$0.16 ,$0.18 ,$0.18 ,$2.14 
3/31/2003,$0.26 ,$0.69 ,$0.66 ,$0.00 ,$0.16 ,$0.18 ,$0.18 ,$2.13 ,,$0.30 ,$0.69 ,$0.62 ,$0.00 ,$0.16 ,$0.18 ,$0.18 ,$2.13 
4/7/2003,$0.29 ,$0.60 ,$0.70 ,$0.00 ,$0.16 ,$0.18 ,$0.18 ,$2.11 ,,$0.39 ,$0.60 ,$0.60 ,$0.00 ,$0.16 ,$0.18 ,$0.18 ,$2.11 
4/14/2003,$0.29 ,$0.62 ,$0.66 ,$0.00 ,$0.15 ,$0.18 ,$0.18 ,$2.08 ,,$0.43 ,$0.62 ,$0.51 ,$0.00 ,$0.15 ,$0.18 ,$0.18 ,$2.08 
4/21/2003,$0.26 ,$0.67 ,$0.57 ,$0.00 ,$0.15 ,$0.18 ,$0.18 ,$2.01 ,,$0.39 ,$0.67 ,$0.44 ,$0.00 ,$0.15 ,$0.18 ,$0.18 ,$2.01 
4/28/2003,$0.25 ,$0.54 ,$0.67 ,$0.00 ,$0.15 ,$0.18 ,$0.18 ,$1.98 ,,$0.42 ,$0.54 ,$0.50 ,$0.00 ,$0.15 ,$0.18 ,$0.18 ,$1.98 
5/5/2003,$0.26 ,$0.58 ,$0.57 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.93 ,,$0.52 ,$0.58 ,$0.32 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.93 
5/12/2003,$0.33 ,$0.60 ,$0.43 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.87 ,,$0.52 ,$0.60 ,$0.24 ,$0.00 ,$0.14 ,$0.18 ,$0.18 ,$1.87 
5/19/2003,$0.28 ,$0.64 ,$0.39 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.81 ,,$0.28 ,$0.64 ,$0.32 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.81 
5/26/2003,$0.23 ,$0.66 ,$0.38 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.76 ,,$0.26 ,$0.66 ,$0.35 ,$0.00 ,$0.13 ,$0.18 ,$0.18 ,$1.76 
