Date,"Branded Fuel- Distribution Costs, Marketing Costs, and Profits",Branded Fuel- Crude Oil Cost,Branded Fuel- Refinery Costs and Profits,Branded Fuel- State Underground Storage Tank Fee:,Branded Fuel- State and Local Sales Tax,Branded Fuel- State Excise Tax,Branded Fuel- Federal Excise Tax,Branded Fuel- Average Retail prices,,"Unbranded Fuel- Distribution Costs, Marketing Costs, and Profits",Unbranded Fuel- Crude Oil Cost,Unbranded Fuel- Refinery Costs and Profits,Unbranded Fuel- State Underground Storage Tank Fee:,Unbranded Fuel- State and Local Sales Tax,Unbranded Fuel- State Excise Tax,Unbranded Fuel- Federal Excise Tax,Unbranded Fuel- Average Retail prices
8/8/2005,$0.03 ,$1.47 ,$0.55 ,$0.00 ,$0.19 ,$0.18 ,$0.18 ,$2.60 ,,($0.03),$1.47 ,$0.61 ,$0.00 ,$0.19 ,$0.18 ,$0.18 ,$2.60 
8/15/2005,$0.06 ,$1.51 ,$0.59 ,$0.00 ,$0.20 ,$0.18 ,$0.18 ,$2.72 ,,$0.04 ,$1.51 ,$0.61 ,$0.00 ,$0.20 ,$0.18 ,$0.18 ,$2.72 
8/22/2005,$0.10 ,$1.49 ,$0.60 ,$0.00 ,$0.20 ,$0.18 ,$0.18 ,$2.75 ,,$0.14 ,$1.49 ,$0.56 ,$0.00 ,$0.20 ,$0.18 ,$0.18 ,$2.75 
8/29/2005,$0.02 ,$1.53 ,$0.65 ,$0.00 ,$0.21 ,$0.18 ,$0.18 ,$2.77 ,,($0.15),$1.53 ,$0.82 ,$0.00 ,$0.21 ,$0.18 ,$0.18 ,$2.77 
9/5/2005,$0.04 ,$1.54 ,$0.89 ,$0.00 ,$0.23 ,$0.18 ,$0.18 ,$3.06 ,,($0.10),$1.54 ,$1.03 ,$0.00 ,$0.23 ,$0.18 ,$0.18 ,$3.06 
9/12/2005,$0.12 ,$1.46 ,$0.84 ,$0.00 ,$0.22 ,$0.18 ,$0.18 ,$3.00 ,,$0.26 ,$1.46 ,$0.70 ,$0.00 ,$0.22 ,$0.18 ,$0.18 ,$3.00 
9/19/2005,$0.14 ,$1.56 ,$0.67 ,$0.00 ,$0.22 ,$0.18 ,$0.18 ,$2.95 ,,$0.18 ,$1.56 ,$0.63 ,$0.00 ,$0.22 ,$0.18 ,$0.18 ,$2.95 
9/26/2005,$0.08 ,$1.52 ,$0.77 ,$0.00 ,$0.22 ,$0.18 ,$0.18 ,$2.95 ,,$0.16 ,$1.52 ,$0.69 ,$0.00 ,$0.22 ,$0.18 ,$0.18 ,$2.95 
10/3/2005,$0.03 ,$1.51 ,$0.85 ,$0.00 ,$0.22 ,$0.18 ,$0.18 ,$2.97 ,,$0.04 ,$1.51 ,$0.84 ,$0.00 ,$0.22 ,$0.18 ,$0.18 ,$2.97 
10/10/2005,$0.20 ,$1.43 ,$0.75 ,$0.00 ,$0.22 ,$0.18 ,$0.18 ,$2.96 ,,$0.37 ,$1.43 ,$0.58 ,$0.00 ,$0.22 ,$0.18 ,$0.18 ,$2.96 
10/17/2005,$0.29 ,$1.49 ,$0.55 ,$0.00 ,$0.21 ,$0.18 ,$0.18 ,$2.90 ,,$0.40 ,$1.49 ,$0.44 ,$0.00 ,$0.21 ,$0.18 ,$0.18 ,$2.90 
10/24/2005,$0.34 ,$1.41 ,$0.51 ,$0.00 ,$0.21 ,$0.18 ,$0.18 ,$2.83 ,,$0.45 ,$1.41 ,$0.40 ,$0.00 ,$0.21 ,$0.18 ,$0.18 ,$2.83 
10/31/2005,$0.31 ,$1.38 ,$0.50 ,$0.00 ,$0.20 ,$0.18 ,$0.18 ,$2.75 ,,$0.39 ,$1.38 ,$0.42 ,$0.00 ,$0.20 ,$0.18 ,$0.18 ,$2.75 
11/7/2005,$0.29 ,$1.35 ,$0.46 ,$0.00 ,$0.20 ,$0.18 ,$0.18 ,$2.66 ,,$0.45 ,$1.35 ,$0.30 ,$0.00 ,$0.20 ,$0.18 ,$0.18 ,$2.66 
11/14/2005,$0.30 ,$1.32 ,$0.41 ,$0.00 ,$0.19 ,$0.18 ,$0.18 ,$2.58 ,,$0.44 ,$1.32 ,$0.27 ,$0.00 ,$0.19 ,$0.18 ,$0.18 ,$2.58 
11/21/2005,$0.19 ,$1.32 ,$0.40 ,$0.00 ,$0.18 ,$0.18 ,$0.18 ,$2.45 ,,$0.32 ,$1.32 ,$0.27 ,$0.00 ,$0.18 ,$0.18 ,$0.18 ,$2.45 
11/28/2005,$0.16 ,$1.32 ,$0.39 ,$0.00 ,$0.18 ,$0.18 ,$0.18 ,$2.41 ,,$0.26 ,$1.32 ,$0.29 ,$0.00 ,$0.18 ,$0.18 ,$0.18 ,$2.41 
12/5/2005,$0.15 ,$1.32 ,$0.28 ,$0.00 ,$0.17 ,$0.18 ,$0.18 ,$2.34 ,,$0.20 ,$1.32 ,$0.23 ,$0.00 ,$0.17 ,$0.18 ,$0.18 ,$2.34 
12/12/2005,$0.12 ,$1.41 ,$0.22 ,$0.00 ,$0.17 ,$0.18 ,$0.18 ,$2.27 ,,$0.10 ,$1.41 ,$0.23 ,$0.00 ,$0.17 ,$0.18 ,$0.18 ,$2.27 
12/19/2005,$0.04 ,$1.31 ,$0.36 ,$0.00 ,$0.17 ,$0.18 ,$0.18 ,$2.25 ,,$0.08 ,$1.31 ,$0.32 ,$0.00 ,$0.17 ,$0.18 ,$0.18 ,$2.25 
12/26/2005,$0.04 ,$1.33 ,$0.33 ,$0.00 ,$0.17 ,$0.18 ,$0.18 ,$2.23 ,,$0.02 ,$1.33 ,$0.35 ,$0.00 ,$0.17 ,$0.18 ,$0.18 ,$2.23 
1/2/2006,($0.04),$1.43 ,$0.30 ,$0.01 ,$0.16 ,$0.18 ,$0.18 ,$2.21 ,,($0.14),$1.43 ,$0.40 ,$0.01 ,$0.16 ,$0.18 ,$0.18 ,$2.21 
1/9/2006,($0.03),$1.45 ,$0.37 ,$0.01 ,$0.17 ,$0.18 ,$0.18 ,$2.33 ,,($0.09),$1.45 ,$0.45 ,$0.01 ,$0.17 ,$0.18 ,$0.18 ,$2.33 
1/16/2006,$0.05 ,$1.51 ,$0.31 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.42 ,,$0.09 ,$1.51 ,$0.27 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.42 
1/23/2006,($0.03),$1.58 ,$0.33 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.42 ,,($0.09),$1.58 ,$0.39 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.42 
1/30/2006,$0.03 ,$1.56 ,$0.47 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.51 ,,$0.03 ,$1.56 ,$0.37 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.51 
2/6/2006,$0.02 ,$1.50 ,$0.47 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.54 ,,$0.01 ,$1.50 ,$0.48 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.54 
2/13/2006,$0.15 ,$1.40 ,$0.41 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.52 ,,$0.20 ,$1.40 ,$0.36 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.52 
2/20/2006,$0.12 ,$1.40 ,$0.40 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.47 ,,($0.02),$1.40 ,$0.55 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.47 
2/27/2006,$0.09 ,$1.40 ,$0.41 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.44 ,,($0.04),$1.40 ,$0.54 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.44 
3/6/2006,$0.03 ,$1.43 ,$0.47 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.48 ,,($0.03),$1.43 ,$0.54 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.48 
3/13/2006,$0.04 ,$1.42 ,$0.52 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.53 ,,$0.05 ,$1.42 ,$0.51 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.53 
3/20/2006,$0.02 ,$1.39 ,$0.66 ,$0.01 ,$0.20 ,$0.18 ,$0.18 ,$2.64 ,,$0.04 ,$1.39 ,$0.64 ,$0.01 ,$0.20 ,$0.18 ,$0.18 ,$2.64 
3/27/2006,$0.04 ,$1.48 ,$0.58 ,$0.01 ,$0.20 ,$0.18 ,$0.18 ,$2.67 ,,$0.03 ,$1.48 ,$0.59 ,$0.01 ,$0.20 ,$0.18 ,$0.18 ,$2.67 
4/3/2006,$0.05 ,$1.54 ,$0.59 ,$0.01 ,$0.20 ,$0.18 ,$0.18 ,$2.74 ,,$0.02 ,$1.54 ,$0.62 ,$0.01 ,$0.20 ,$0.18 ,$0.18 ,$2.74 
4/10/2006,$0.01 ,$1.59 ,$0.63 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.81 ,,($0.03),$1.59 ,$0.67 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.81 
4/17/2006,$0.00 ,$1.63 ,$0.69 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.90 ,,($0.07),$1.63 ,$0.76 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.90 
4/24/2006,($0.01),$1.65 ,$0.84 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.07 ,,($0.07),$1.65 ,$0.90 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.07 
5/1/2006,$0.02 ,$1.71 ,$0.87 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.20 ,,($0.12),$1.71 ,$1.01 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.20 
5/8/2006,$0.04 ,$1.62 ,$1.06 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.33 ,,($0.05),$1.62 ,$1.15 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.33 
5/15/2006,$0.02 ,$1.61 ,$1.08 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.33 ,,($0.04),$1.61 ,$1.14 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.33 
5/22/2006,$0.02 ,$1.61 ,$1.02 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.25 ,,$0.16 ,$1.61 ,$0.87 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.25 
5/29/2006,$0.04 ,$1.68 ,$0.94 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.27 ,,$0.13 ,$1.68 ,$0.85 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.27 
6/5/2006,$0.04 ,$1.69 ,$0.92 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.27 ,,$0.11 ,$1.69 ,$0.85 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.27 
6/12/2006,$0.15 ,$1.64 ,$0.82 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.23 ,,$0.15 ,$1.64 ,$0.82 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.23 
6/19/2006,$0.19 ,$1.61 ,$0.78 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.20 ,,$0.20 ,$1.61 ,$0.77 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.20 
6/26/2006,$0.16 ,$1.68 ,$0.71 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.16 ,,$0.07 ,$1.68 ,$0.80 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.16 
7/3/2006,$0.07 ,$1.73 ,$0.77 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.19 ,,($0.03),$1.73 ,$0.87 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.19 
7/10/2006,$0.09 ,$1.72 ,$0.80 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.22 ,,($0.01),$1.72 ,$0.89 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.19 
7/17/2006,$0.11 ,$1.76 ,$0.76 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.24 ,,$0.05 ,$1.76 ,$0.81 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.24 
7/24/2006,$0.10 ,$1.75 ,$0.76 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.22 ,,$0.10 ,$1.75 ,$0.75 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.22 
7/31/2006,$0.10 ,$1.74 ,$0.74 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.20 ,,$0.11 ,$1.74 ,$0.73 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.20 
8/7/2006,$0.09 ,$1.80 ,$0.68 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.19 ,,$0.12 ,$1.80 ,$0.66 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.19 
8/14/2006,$0.14 ,$1.72 ,$0.73 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.21 ,,$0.22 ,$1.72 ,$0.66 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.21 
8/21/2006,$0.20 ,$1.69 ,$0.66 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.16 ,,$0.32 ,$1.69 ,$0.55 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.16 
8/28/2006,$0.25 ,$1.65 ,$0.59 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.10 ,,$0.30 ,$1.65 ,$0.54 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.10 
9/4/2006,$0.23 ,$1.60 ,$0.59 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$3.01 ,,$0.32 ,$1.60 ,$0.49 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$3.01 
9/11/2006,$0.26 ,$1.53 ,$0.57 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$2.95 ,,$0.46 ,$1.53 ,$0.36 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$2.95 
9/18/2006,$0.31 ,$1.49 ,$0.46 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.85 ,,$0.40 ,$1.49 ,$0.37 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.85 
9/25/2006,$0.31 ,$1.41 ,$0.46 ,$0.01 ,$0.20 ,$0.18 ,$0.18 ,$2.76 ,,$0.35 ,$1.41 ,$0.42 ,$0.01 ,$0.20 ,$0.18 ,$0.18 ,$2.76 
10/2/2006,$0.25 ,$1.42 ,$0.43 ,$0.01 ,$0.20 ,$0.18 ,$0.18 ,$2.68 ,,$0.24 ,$1.42 ,$0.44 ,$0.01 ,$0.20 ,$0.18 ,$0.18 ,$2.68 
10/9/2006,$0.22 ,$1.30 ,$0.51 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.60 ,,$0.20 ,$1.30 ,$0.54 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.60 
10/16/2006,$0.20 ,$1.29 ,$0.48 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.54 ,,$0.15 ,$1.29 ,$0.54 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.54 
10/23/2006,$0.16 ,$1.25 ,$0.51 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.48 ,,$0.21 ,$1.25 ,$0.46 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.48 
10/30/2006,$0.15 ,$1.27 ,$0.46 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.43 ,,$0.09 ,$1.27 ,$0.51 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.43 
11/6/2006,$0.06 ,$1.32 ,$0.46 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.40 ,,($0.08),$1.32 ,$0.59 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.40 
11/13/2006,$0.05 ,$1.28 ,$0.58 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.46 ,,$0.03 ,$1.28 ,$0.60 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.46 
11/20/2006,$0.06 ,$1.23 ,$0.65 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.50 ,,$0.04 ,$1.23 ,$0.66 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.50 
11/27/2006,$0.06 ,$1.32 ,$0.55 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.49 ,,$0.08 ,$1.32 ,$0.54 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.49 
12/4/2006,$0.05 ,$1.37 ,$0.52 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.50 ,,$0.06 ,$1.37 ,$0.51 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.50 
12/11/2006,$0.06 ,$1.37 ,$0.50 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.50 ,,$0.00 ,$1.37 ,$0.57 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.50 
12/18/2006,$0.09 ,$1.39 ,$0.51 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.56 ,,$0.05 ,$1.39 ,$0.55 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.56 
12/25/2006,$0.14 ,$1.40 ,$0.51 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.61 ,,$0.11 ,$1.40 ,$0.53 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.61 
1/1/2007,$0.13 ,$1.32 ,$0.59 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.61 ,,$0.08 ,$1.32 ,$0.64 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.61 
1/8/2007,$0.17 ,$1.27 ,$0.62 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.63 ,,$0.25 ,$1.27 ,$0.55 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.63 
1/15/2007,$0.17 ,$1.15 ,$0.69 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.58 ,,$0.25 ,$1.15 ,$0.62 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.58 
1/22/2007,$0.19 ,$1.19 ,$0.59 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.54 ,,$0.36 ,$1.19 ,$0.42 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.54 
1/29/2007,$0.12 ,$1.22 ,$0.60 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.49 ,,$0.04 ,$1.22 ,$0.67 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.49 
2/5/2007,$0.07 ,$1.35 ,$0.54 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.54 ,,($0.02),$1.35 ,$0.64 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.54 
2/12/2007,$0.03 ,$1.32 ,$0.71 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.63 ,,($0.09),$1.32 ,$0.83 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.63 
2/19/2007,$0.07 ,$1.36 ,$0.70 ,$0.01 ,$0.20 ,$0.18 ,$0.18 ,$2.71 ,,$0.05 ,$1.36 ,$0.72 ,$0.01 ,$0.20 ,$0.18 ,$0.18 ,$2.71 
2/26/2007,$0.05 ,$1.41 ,$0.75 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.80 ,,($0.03),$1.41 ,$0.83 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.80 
3/5/2007,$0.07 ,$1.38 ,$0.86 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.90 ,,($0.02),$1.38 ,$0.95 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.90 
3/12/2007,$0.06 ,$1.36 ,$1.04 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.07 ,,($0.05),$1.36 ,$1.15 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.07 
3/19/2007,$0.03 ,$1.32 ,$1.12 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.08 ,,$0.08 ,$1.32 ,$1.07 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.08 
3/26/2007,$0.07 ,$1.47 ,$1.00 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.15 ,,($0.01),$1.47 ,$1.08 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.15 
4/2/2007,$0.06 ,$1.55 ,$1.00 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.23 ,,$0.02 ,$1.55 ,$1.04 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.23 
4/9/2007,$0.08 ,$1.44 ,$1.11 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.25 ,,$0.15 ,$1.44 ,$1.05 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.25 
4/16/2007,$0.03 ,$1.52 ,$1.14 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.31 ,,($0.03),$1.52 ,$1.19 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.31 
4/23/2007,$0.09 ,$1.56 ,$1.04 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.32 ,,$0.12 ,$1.56 ,$1.01 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.32 
4/30/2007,$0.03 ,$1.59 ,$1.11 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.36 ,,($0.02),$1.59 ,$1.16 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.36 
5/7/2007,$0.06 ,$1.50 ,$1.26 ,$0.01 ,$0.26 ,$0.18 ,$0.18 ,$3.46 ,,$0.16 ,$1.50 ,$1.16 ,$0.01 ,$0.26 ,$0.18 ,$0.18 ,$3.46 
5/14/2007,$0.13 ,$1.52 ,$1.17 ,$0.01 ,$0.26 ,$0.18 ,$0.18 ,$3.45 ,,$0.23 ,$1.52 ,$1.07 ,$0.01 ,$0.26 ,$0.18 ,$0.18 ,$3.45 
5/21/2007,$0.17 ,$1.61 ,$1.03 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.44 ,,$0.19 ,$1.61 ,$1.01 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.44 
5/28/2007,$0.21 ,$1.58 ,$0.99 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.41 ,,$0.19 ,$1.58 ,$1.00 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.41 
6/4/2007,$0.31 ,$1.61 ,$0.82 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.37 ,,$0.31 ,$1.61 ,$0.83 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.37 
6/11/2007,$0.35 ,$1.61 ,$0.73 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.32 ,,$0.39 ,$1.61 ,$0.69 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.32 
6/18/2007,$0.25 ,$1.68 ,$0.69 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.24 ,,$0.20 ,$1.68 ,$0.74 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.24 
6/25/2007,$0.14 ,$1.69 ,$0.74 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.19 ,,$0.10 ,$1.69 ,$0.79 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.19 
7/2/2007,$0.07 ,$1.73 ,$0.77 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.19 ,,($0.03),$1.73 ,$0.87 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.19 
7/9/2007,$0.12 ,$1.76 ,$0.65 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.14 ,,$0.04 ,$1.76 ,$0.73 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.14 
7/16/2007,$0.14 ,$1.81 ,$0.60 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.16 ,,$0.17 ,$1.81 ,$0.57 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.16 
7/23/2007,$0.21 ,$1.82 ,$0.48 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.12 ,,$0.19 ,$1.82 ,$0.50 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.12 
7/30/2007,$0.23 ,$1.87 ,$0.35 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.06 ,,$0.21 ,$1.87 ,$0.37 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.06 
8/6/2007,$0.27 ,$1.76 ,$0.39 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$3.02 ,,$0.27 ,$1.76 ,$0.39 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$3.02 
8/13/2007,$0.24 ,$1.74 ,$0.35 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$2.93 ,,$0.25 ,$1.74 ,$0.34 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$2.93 
8/20/2007,$0.17 ,$1.73 ,$0.37 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.86 ,,$0.15 ,$1.73 ,$0.39 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.86 
8/27/2007,$0.14 ,$1.75 ,$0.31 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.79 ,,$0.10 ,$1.75 ,$0.35 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.79 
9/3/2007,$0.10 ,$1.80 ,$0.30 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.79 ,,$0.06 ,$1.80 ,$0.34 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.79 
9/10/2007,$0.10 ,$1.86 ,$0.30 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.84 ,,$0.08 ,$1.86 ,$0.32 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.84 
9/17/2007,$0.08 ,$1.91 ,$0.32 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$2.90 ,,$0.06 ,$1.91 ,$0.34 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$2.90 
9/24/2007,$0.08 ,$1.96 ,$0.34 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$2.96 ,,$0.06 ,$1.96 ,$0.34 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$2.96 
10/1/2007,$0.06 ,$1.89 ,$0.43 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$2.97 ,,$0.08 ,$1.89 ,$0.41 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$2.97 
10/8/2007,$0.07 ,$1.86 ,$0.47 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$3.00 ,,$0.05 ,$1.86 ,$0.48 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$3.00 
10/15/2007,$0.05 ,$2.03 ,$0.37 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.05 ,,($0.03),$2.03 ,$0.45 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.05 
